,date,open,high,low,close,volume,tic
253,2020.09.07,1.31497,1.31498,1.31487,1.31489,18,GBPUSD
254,2020.09.07,1.31489,1.31503,1.3148799999999998,1.3149899999999999,36,GBPUSD
255,2020.09.07,1.3149899999999999,1.31504,1.31474,1.31487,29,GBPUSD
256,2020.09.07,1.31487,1.31503,1.31482,1.31498,31,GBPUSD
257,2020.09.07,1.31498,1.3151,1.31474,1.31495,32,GBPUSD
258,2020.09.07,1.31495,1.31495,1.3147799999999998,1.31489,32,GBPUSD
259,2020.09.07,1.31489,1.31501,1.31484,1.31495,29,GBPUSD
260,2020.09.07,1.31497,1.3151899999999999,1.31497,1.3149899999999999,32,GBPUSD
261,2020.09.07,1.3149899999999999,1.31504,1.31491,1.31503,25,GBPUSD
262,2020.09.07,1.31503,1.31516,1.31501,1.3150899999999999,38,GBPUSD
263,2020.09.07,1.3150899999999999,1.3151,1.31501,1.3150600000000001,23,GBPUSD
264,2020.09.07,1.3150600000000001,1.3159100000000001,1.31502,1.31586,29,GBPUSD
265,2020.09.07,1.31585,1.31585,1.31541,1.31564,56,GBPUSD
266,2020.09.07,1.31565,1.31571,1.3155700000000001,1.31561,37,GBPUSD
267,2020.09.07,1.31561,1.31561,1.31538,1.31539,30,GBPUSD
268,2020.09.07,1.31539,1.31545,1.31538,1.31542,15,GBPUSD
269,2020.09.07,1.31542,1.31546,1.31521,1.31535,22,GBPUSD
270,2020.09.07,1.31534,1.31539,1.31504,1.3150700000000002,45,GBPUSD
271,2020.09.07,1.3150700000000002,1.3152,1.31504,1.31504,32,GBPUSD
272,2020.09.07,1.31504,1.3150899999999999,1.31494,1.3149899999999999,37,GBPUSD
273,2020.09.07,1.3149899999999999,1.31525,1.31497,1.3151899999999999,31,GBPUSD
274,2020.09.07,1.3151899999999999,1.31564,1.3151899999999999,1.31564,39,GBPUSD
275,2020.09.07,1.31564,1.31564,1.31508,1.31528,37,GBPUSD
276,2020.09.07,1.31529,1.31532,1.31525,1.31531,8,GBPUSD
277,2020.09.07,1.31531,1.3154,1.31526,1.31538,27,GBPUSD
278,2020.09.07,1.31538,1.31545,1.31535,1.31538,24,GBPUSD
279,2020.09.07,1.31538,1.31568,1.31538,1.31558,19,GBPUSD
280,2020.09.07,1.31558,1.31571,1.31546,1.31566,22,GBPUSD
281,2020.09.07,1.31566,1.31569,1.31534,1.31538,31,GBPUSD
282,2020.09.07,1.31538,1.31551,1.31529,1.31551,29,GBPUSD
283,2020.09.07,1.31551,1.31565,1.31551,1.3155700000000001,19,GBPUSD
284,2020.09.07,1.3155700000000001,1.31559,1.31548,1.31548,13,GBPUSD
285,2020.09.07,1.31548,1.31564,1.31548,1.31564,20,GBPUSD
286,2020.09.07,1.31561,1.31564,1.31558,1.31564,12,GBPUSD
287,2020.09.07,1.31564,1.3159,1.31564,1.31587,31,GBPUSD
288,2020.09.07,1.31586,1.31587,1.31564,1.31575,22,GBPUSD
289,2020.09.07,1.31575,1.31659,1.31568,1.31659,48,GBPUSD
290,2020.09.07,1.31659,1.3166200000000001,1.31633,1.3164200000000001,77,GBPUSD
291,2020.09.07,1.3164200000000001,1.31666,1.31639,1.31665,35,GBPUSD
292,2020.09.07,1.31665,1.31685,1.3164200000000001,1.31645,49,GBPUSD
293,2020.09.07,1.31643,1.31661,1.31639,1.31655,31,GBPUSD
294,2020.09.07,1.31651,1.31656,1.3163200000000002,1.31637,31,GBPUSD
295,2020.09.07,1.31637,1.3164799999999999,1.3162200000000002,1.3164799999999999,34,GBPUSD
296,2020.09.07,1.3164799999999999,1.31665,1.31643,1.31664,29,GBPUSD
297,2020.09.07,1.31665,1.31689,1.31653,1.31689,47,GBPUSD
298,2020.09.07,1.3168799999999998,1.31694,1.31665,1.3168600000000001,46,GBPUSD
299,2020.09.07,1.3168600000000001,1.3169,1.31676,1.31677,26,GBPUSD
300,2020.09.07,1.31677,1.31677,1.31646,1.31671,26,GBPUSD
301,2020.09.07,1.3167200000000001,1.31683,1.31666,1.31667,37,GBPUSD
302,2020.09.07,1.31669,1.31684,1.31667,1.3168,29,GBPUSD
303,2020.09.07,1.31679,1.31679,1.3166,1.31671,30,GBPUSD
304,2020.09.07,1.31671,1.31671,1.31646,1.31651,37,GBPUSD
305,2020.09.07,1.31651,1.3166200000000001,1.31651,1.31656,25,GBPUSD
306,2020.09.07,1.31656,1.31663,1.31644,1.3165200000000001,41,GBPUSD
307,2020.09.07,1.3165200000000001,1.3166,1.31647,1.31653,20,GBPUSD
308,2020.09.07,1.31653,1.31653,1.31636,1.3164,39,GBPUSD
309,2020.09.07,1.3164,1.3165200000000001,1.31578,1.3161200000000002,76,GBPUSD
310,2020.09.07,1.3161,1.31634,1.31607,1.3162,39,GBPUSD
311,2020.09.07,1.3162,1.31644,1.31618,1.31637,52,GBPUSD
312,2020.09.07,1.31637,1.31637,1.316,1.3161399999999999,41,GBPUSD
313,2020.09.07,1.3161200000000002,1.31616,1.31589,1.31597,29,GBPUSD
314,2020.09.07,1.31597,1.3160100000000001,1.3158100000000001,1.3159100000000001,36,GBPUSD
315,2020.09.07,1.3159,1.3159,1.3155700000000001,1.31569,31,GBPUSD
316,2020.09.07,1.31571,1.31572,1.3155,1.3155,38,GBPUSD
317,2020.09.07,1.31551,1.31551,1.31535,1.3154,23,GBPUSD
318,2020.09.07,1.3154,1.31552,1.31535,1.31541,33,GBPUSD
319,2020.09.07,1.31541,1.31554,1.3153299999999999,1.31535,24,GBPUSD
320,2020.09.07,1.31535,1.31536,1.31481,1.31481,25,GBPUSD
321,2020.09.07,1.31481,1.31502,1.3147799999999998,1.3149899999999999,30,GBPUSD
322,2020.09.07,1.3149899999999999,1.31532,1.31498,1.31525,21,GBPUSD
323,2020.09.07,1.31525,1.31542,1.31525,1.31534,25,GBPUSD
324,2020.09.07,1.31534,1.31534,1.3149600000000001,1.315,27,GBPUSD
325,2020.09.07,1.315,1.31569,1.3149899999999999,1.31569,36,GBPUSD
326,2020.09.07,1.31569,1.3163200000000002,1.31565,1.31615,70,GBPUSD
327,2020.09.07,1.31615,1.31626,1.3156700000000001,1.31569,43,GBPUSD
328,2020.09.07,1.31569,1.3158100000000001,1.31569,1.31572,28,GBPUSD
329,2020.09.07,1.31572,1.31586,1.31572,1.3158299999999998,18,GBPUSD
330,2020.09.07,1.3158100000000001,1.31606,1.3154,1.3159100000000001,56,GBPUSD
331,2020.09.07,1.3159100000000001,1.3160100000000001,1.3159100000000001,1.3159100000000001,20,GBPUSD
332,2020.09.07,1.3159100000000001,1.31627,1.3159100000000001,1.31615,30,GBPUSD
333,2020.09.07,1.31615,1.31615,1.3158100000000001,1.31586,23,GBPUSD
334,2020.09.07,1.31586,1.31592,1.31579,1.3159,21,GBPUSD
335,2020.09.07,1.3159,1.31608,1.31587,1.31602,23,GBPUSD
336,2020.09.07,1.3160100000000001,1.31615,1.31589,1.31596,34,GBPUSD
337,2020.09.07,1.31596,1.31596,1.31574,1.31586,20,GBPUSD
338,2020.09.07,1.31586,1.31616,1.31575,1.3161399999999999,41,GBPUSD
339,2020.09.07,1.3161399999999999,1.31631,1.31606,1.3162,30,GBPUSD
340,2020.09.07,1.3162,1.31636,1.316,1.31617,50,GBPUSD
341,2020.09.07,1.31618,1.3164799999999999,1.31613,1.31621,51,GBPUSD
342,2020.09.07,1.31621,1.31621,1.31599,1.3161100000000001,34,GBPUSD
343,2020.09.07,1.3161100000000001,1.31628,1.3161,1.31625,34,GBPUSD
344,2020.09.07,1.31631,1.31653,1.31625,1.3165,27,GBPUSD
345,2020.09.07,1.31647,1.31666,1.3163200000000002,1.31664,43,GBPUSD
346,2020.09.07,1.31664,1.31673,1.31654,1.3167,38,GBPUSD
347,2020.09.07,1.3167,1.31679,1.31665,1.31669,42,GBPUSD
348,2020.09.07,1.31669,1.31675,1.31659,1.31665,36,GBPUSD
349,2020.09.07,1.31665,1.31665,1.31657,1.31659,11,GBPUSD
350,2020.09.07,1.31659,1.31659,1.31626,1.31634,24,GBPUSD
351,2020.09.07,1.31634,1.3164,1.31629,1.31635,15,GBPUSD
352,2020.09.07,1.31635,1.31636,1.31623,1.31629,23,GBPUSD
353,2020.09.07,1.31628,1.31656,1.31626,1.31647,32,GBPUSD
354,2020.09.07,1.31647,1.3168,1.31647,1.3166200000000001,31,GBPUSD
355,2020.09.07,1.31661,1.31665,1.31654,1.31664,16,GBPUSD
356,2020.09.07,1.31663,1.31676,1.31655,1.31663,26,GBPUSD
357,2020.09.07,1.31663,1.31663,1.3163200000000002,1.31634,30,GBPUSD
358,2020.09.07,1.31635,1.31636,1.31595,1.3161399999999999,26,GBPUSD
359,2020.09.07,1.31616,1.31617,1.31605,1.31609,18,GBPUSD
360,2020.09.07,1.31609,1.31616,1.3158299999999998,1.31584,19,GBPUSD
361,2020.09.07,1.31584,1.3159100000000001,1.3156,1.3156,37,GBPUSD
362,2020.09.07,1.31559,1.31566,1.31534,1.31565,36,GBPUSD
363,2020.09.07,1.31565,1.31587,1.31561,1.3158299999999998,29,GBPUSD
364,2020.09.07,1.3158299999999998,1.3158299999999998,1.31571,1.31572,25,GBPUSD
365,2020.09.07,1.31572,1.3158100000000001,1.31569,1.31572,25,GBPUSD
366,2020.09.07,1.31572,1.31588,1.31571,1.31586,31,GBPUSD
367,2020.09.07,1.31586,1.3159100000000001,1.3158100000000001,1.31586,27,GBPUSD
368,2020.09.07,1.31587,1.31596,1.31584,1.31596,23,GBPUSD
369,2020.09.07,1.31596,1.3162399999999999,1.31596,1.31617,42,GBPUSD
370,2020.09.07,1.31617,1.31619,1.31598,1.31606,30,GBPUSD
371,2020.09.07,1.31606,1.31608,1.3158100000000001,1.3158100000000001,25,GBPUSD
372,2020.09.07,1.3158100000000001,1.3158299999999998,1.31554,1.31554,33,GBPUSD
373,2020.09.07,1.31554,1.31561,1.31536,1.31539,39,GBPUSD
374,2020.09.07,1.31539,1.3154,1.3151700000000002,1.31525,24,GBPUSD
375,2020.09.07,1.31525,1.31549,1.3151700000000002,1.31545,47,GBPUSD
376,2020.09.07,1.31542,1.31559,1.31542,1.3155299999999999,41,GBPUSD
377,2020.09.07,1.31551,1.3156700000000001,1.31549,1.31564,36,GBPUSD
378,2020.09.07,1.31565,1.31566,1.3155,1.3155700000000001,28,GBPUSD
379,2020.09.07,1.3155700000000001,1.3159299999999998,1.31555,1.3159100000000001,38,GBPUSD
380,2020.09.07,1.3159100000000001,1.3159100000000001,1.31562,1.3156299999999999,18,GBPUSD
381,2020.09.07,1.3156299999999999,1.31576,1.3155,1.31575,50,GBPUSD
382,2020.09.07,1.31575,1.31629,1.3157299999999998,1.31629,36,GBPUSD
383,2020.09.07,1.31628,1.31644,1.31607,1.31617,24,GBPUSD
384,2020.09.07,1.31617,1.31621,1.3158100000000001,1.31582,20,GBPUSD
385,2020.09.07,1.31582,1.31596,1.3158100000000001,1.31586,16,GBPUSD
386,2020.09.07,1.31586,1.3159299999999998,1.31561,1.31568,32,GBPUSD
387,2020.09.07,1.31568,1.31572,1.3155299999999999,1.31555,26,GBPUSD
388,2020.09.07,1.31555,1.31555,1.31485,1.31497,40,GBPUSD
389,2020.09.07,1.31497,1.3150899999999999,1.31485,1.31494,25,GBPUSD
390,2020.09.07,1.31494,1.315,1.3148799999999998,1.31495,25,GBPUSD
391,2020.09.07,1.31491,1.31498,1.31474,1.31495,29,GBPUSD
392,2020.09.07,1.31502,1.31526,1.31495,1.31526,23,GBPUSD
393,2020.09.07,1.31525,1.31534,1.31515,1.31521,27,GBPUSD
394,2020.09.07,1.31521,1.3152700000000002,1.31513,1.3151899999999999,28,GBPUSD
395,2020.09.07,1.3151899999999999,1.3151899999999999,1.3148799999999998,1.31494,29,GBPUSD
396,2020.09.07,1.31494,1.3149899999999999,1.31469,1.3148,41,GBPUSD
397,2020.09.07,1.3148,1.31495,1.31467,1.31476,53,GBPUSD
398,2020.09.07,1.31476,1.31511,1.3145,1.3145200000000001,56,GBPUSD
399,2020.09.07,1.3145200000000001,1.31453,1.31431,1.31453,59,GBPUSD
400,2020.09.07,1.31453,1.31453,1.31402,1.3143,57,GBPUSD
401,2020.09.07,1.3143,1.31434,1.31423,1.31434,25,GBPUSD
402,2020.09.07,1.31429,1.3145200000000001,1.31429,1.31446,65,GBPUSD
403,2020.09.07,1.31446,1.31454,1.31433,1.3144799999999999,39,GBPUSD
404,2020.09.07,1.3144799999999999,1.31476,1.3144799999999999,1.31476,32,GBPUSD
405,2020.09.07,1.31474,1.31476,1.31463,1.31476,35,GBPUSD
406,2020.09.07,1.31476,1.31504,1.31476,1.31498,40,GBPUSD
407,2020.09.07,1.3149899999999999,1.3150700000000002,1.31481,1.31495,35,GBPUSD
408,2020.09.07,1.31495,1.31512,1.31475,1.31481,27,GBPUSD
409,2020.09.07,1.31481,1.31511,1.31481,1.31511,30,GBPUSD
410,2020.09.07,1.31511,1.31513,1.31503,1.3150600000000001,24,GBPUSD
411,2020.09.07,1.3150600000000001,1.31526,1.31501,1.3151,48,GBPUSD
412,2020.09.07,1.3151,1.31515,1.31501,1.31514,29,GBPUSD
413,2020.09.07,1.31514,1.3151700000000002,1.31514,1.3151700000000002,4,GBPUSD
414,2020.09.07,1.3151700000000002,1.3153700000000002,1.31516,1.3153700000000002,16,GBPUSD
415,2020.09.07,1.3153700000000002,1.3157,1.3153700000000002,1.3157,36,GBPUSD
416,2020.09.07,1.3157,1.31588,1.31564,1.31574,47,GBPUSD
417,2020.09.07,1.31574,1.31579,1.31565,1.31565,31,GBPUSD
418,2020.09.07,1.31565,1.3158299999999998,1.3154700000000001,1.3158299999999998,31,GBPUSD
419,2020.09.07,1.3158299999999998,1.31589,1.31572,1.31576,49,GBPUSD
420,2020.09.07,1.31576,1.31579,1.31561,1.31569,45,GBPUSD
421,2020.09.07,1.31572,1.31586,1.31564,1.3156700000000001,33,GBPUSD
422,2020.09.07,1.3156700000000001,1.31592,1.31564,1.31584,34,GBPUSD
423,2020.09.07,1.31584,1.3161399999999999,1.31584,1.31599,43,GBPUSD
424,2020.09.07,1.316,1.31603,1.31586,1.3159399999999999,36,GBPUSD
425,2020.09.07,1.3159399999999999,1.31607,1.3159399999999999,1.3160399999999999,22,GBPUSD
426,2020.09.07,1.3160399999999999,1.31609,1.3159100000000001,1.31592,48,GBPUSD
427,2020.09.07,1.31592,1.31595,1.31559,1.31561,38,GBPUSD
428,2020.09.07,1.31562,1.31565,1.3155,1.31556,29,GBPUSD
429,2020.09.07,1.31556,1.31575,1.31555,1.31561,37,GBPUSD
430,2020.09.07,1.31561,1.31561,1.31551,1.31561,37,GBPUSD
431,2020.09.07,1.31561,1.31577,1.3156,1.31572,31,GBPUSD
432,2020.09.07,1.31569,1.3159100000000001,1.3156,1.31569,39,GBPUSD
433,2020.09.07,1.3157,1.31598,1.3157,1.31596,50,GBPUSD
434,2020.09.07,1.31596,1.3160100000000001,1.3159399999999999,1.3159399999999999,39,GBPUSD
435,2020.09.07,1.3159399999999999,1.3159399999999999,1.31576,1.3158,43,GBPUSD
436,2020.09.07,1.3158,1.31582,1.3156299999999999,1.3156299999999999,34,GBPUSD
437,2020.09.07,1.3156299999999999,1.3158100000000001,1.3153700000000002,1.31575,42,GBPUSD
438,2020.09.07,1.31575,1.31582,1.31554,1.31555,31,GBPUSD
439,2020.09.07,1.31555,1.31599,1.31548,1.31596,38,GBPUSD
440,2020.09.07,1.31596,1.31619,1.31596,1.31607,36,GBPUSD
441,2020.09.07,1.31606,1.31615,1.3160399999999999,1.31605,25,GBPUSD
442,2020.09.07,1.31605,1.31613,1.31584,1.3159399999999999,52,GBPUSD
443,2020.09.07,1.3159399999999999,1.31613,1.31585,1.31613,32,GBPUSD
444,2020.09.07,1.31613,1.31637,1.31608,1.31637,26,GBPUSD
445,2020.09.07,1.31637,1.31637,1.31617,1.31636,21,GBPUSD
446,2020.09.07,1.31636,1.31637,1.3162399999999999,1.31633,15,GBPUSD
447,2020.09.07,1.31633,1.31635,1.3161200000000002,1.31635,43,GBPUSD
448,2020.09.07,1.31635,1.31645,1.31633,1.31645,30,GBPUSD
449,2020.09.07,1.31645,1.31657,1.3164200000000001,1.3165200000000001,30,GBPUSD
450,2020.09.07,1.3165200000000001,1.31657,1.31646,1.31656,13,GBPUSD
451,2020.09.07,1.3165,1.3165,1.31626,1.31627,27,GBPUSD
452,2020.09.07,1.31627,1.31643,1.31627,1.31643,26,GBPUSD
453,2020.09.07,1.31643,1.31643,1.31633,1.31637,18,GBPUSD
454,2020.09.07,1.31637,1.31651,1.3163200000000002,1.3164,28,GBPUSD
455,2020.09.07,1.3164,1.31646,1.31629,1.31633,35,GBPUSD
456,2020.09.07,1.31633,1.31637,1.3163200000000002,1.31633,10,GBPUSD
457,2020.09.07,1.31633,1.31644,1.31633,1.31637,11,GBPUSD
458,2020.09.07,1.31637,1.31647,1.31637,1.31647,21,GBPUSD
459,2020.09.07,1.31647,1.31676,1.31647,1.31674,17,GBPUSD
460,2020.09.07,1.31674,1.31729,1.31673,1.31729,49,GBPUSD
461,2020.09.07,1.3173,1.31745,1.31726,1.31739,47,GBPUSD
462,2020.09.07,1.31739,1.31742,1.3172700000000002,1.31742,30,GBPUSD
463,2020.09.07,1.31742,1.31742,1.3172700000000002,1.3172700000000002,9,GBPUSD
464,2020.09.07,1.3172700000000002,1.31738,1.31716,1.3171700000000002,30,GBPUSD
465,2020.09.07,1.3171700000000002,1.31736,1.31708,1.3171,55,GBPUSD
466,2020.09.07,1.3170899999999999,1.31736,1.31703,1.3172700000000002,75,GBPUSD
467,2020.09.07,1.31726,1.31726,1.31712,1.3171700000000002,59,GBPUSD
468,2020.09.07,1.3171700000000002,1.3172,1.31702,1.3170600000000001,55,GBPUSD
469,2020.09.07,1.3170600000000001,1.3170600000000001,1.3168,1.31681,25,GBPUSD
470,2020.09.07,1.31681,1.31694,1.31679,1.31693,18,GBPUSD
471,2020.09.07,1.31693,1.31723,1.31687,1.31723,20,GBPUSD
472,2020.09.07,1.31723,1.31731,1.31715,1.3172,41,GBPUSD
473,2020.09.07,1.3172,1.31724,1.31712,1.31716,22,GBPUSD
474,2020.09.07,1.3171700000000002,1.31723,1.31716,1.3171700000000002,33,GBPUSD
475,2020.09.07,1.3171700000000002,1.3171700000000002,1.3170899999999999,1.3170899999999999,12,GBPUSD
476,2020.09.07,1.31714,1.31736,1.3170899999999999,1.31736,32,GBPUSD
477,2020.09.07,1.31735,1.3181,1.31735,1.31807,39,GBPUSD
478,2020.09.07,1.31807,1.31808,1.31778,1.31778,41,GBPUSD
479,2020.09.07,1.31779,1.31786,1.31772,1.31786,30,GBPUSD
480,2020.09.07,1.31786,1.31813,1.31785,1.31807,23,GBPUSD
481,2020.09.07,1.31807,1.31836,1.318,1.3181100000000001,45,GBPUSD
482,2020.09.07,1.3180399999999999,1.31813,1.3178,1.31785,41,GBPUSD
483,2020.09.07,1.31785,1.31794,1.3177299999999998,1.31785,34,GBPUSD
484,2020.09.07,1.31784,1.31789,1.31772,1.31774,54,GBPUSD
485,2020.09.07,1.31774,1.31787,1.31774,1.31778,22,GBPUSD
486,2020.09.07,1.31778,1.3178299999999998,1.3177,1.3177,8,GBPUSD
487,2020.09.07,1.3177,1.31784,1.3177,1.31778,24,GBPUSD
488,2020.09.07,1.31777,1.3178,1.3174,1.31746,28,GBPUSD
489,2020.09.07,1.31748,1.31778,1.31746,1.31768,36,GBPUSD
490,2020.09.07,1.31771,1.31778,1.3175,1.31777,67,GBPUSD
491,2020.09.07,1.31778,1.31784,1.31762,1.31766,44,GBPUSD
492,2020.09.07,1.3176700000000001,1.31784,1.31736,1.31777,72,GBPUSD
493,2020.09.07,1.31777,1.31788,1.31777,1.31787,31,GBPUSD
494,2020.09.07,1.31787,1.31813,1.31787,1.3181,35,GBPUSD
495,2020.09.07,1.3181,1.3181100000000001,1.3177,1.3177,25,GBPUSD
496,2020.09.07,1.3177,1.3177,1.31754,1.3176299999999999,17,GBPUSD
497,2020.09.07,1.3176299999999999,1.31766,1.3175299999999999,1.31756,17,GBPUSD
498,2020.09.07,1.31756,1.31762,1.31755,1.31755,13,GBPUSD
499,2020.09.07,1.31755,1.31755,1.3172700000000002,1.31734,16,GBPUSD
500,2020.09.07,1.31734,1.31735,1.31716,1.31718,27,GBPUSD
501,2020.09.07,1.31718,1.31718,1.31694,1.31695,12,GBPUSD
502,2020.09.07,1.31695,1.31695,1.31656,1.31667,36,GBPUSD
503,2020.09.07,1.31667,1.31677,1.31657,1.31667,33,GBPUSD
504,2020.09.07,1.31667,1.31694,1.31665,1.3168600000000001,28,GBPUSD
